id,label
0,1
1,1
2,0
3,1
4,1
5,0
6,1
7,1
8,0
9,1
10,0
11,1
12,0
13,1
14,0
15,0
16,1
17,1
18,1
19,0
20,0
21,1
22,0
23,0
24,0
25,1
26,0
27,0
28,0
29,1
30,0
31,1
32,1
33,1
34,0
35,1
36,1
37,0
38,0
39,1
40,1
41,0
42,1
43,1
44,0
45,0
46,1
47,1
48,0
49,0
50,1
51,0
52,0
53,1
54,1
55,1
56,0
57,1
58,1
59,1
60,0
61,0
62,0
63,1
64,0
65,0
66,1
67,0
68,1
69,1
70,1
71,0
72,1
73,0
74,1
75,1
76,0
77,1
78,0
79,1
80,0
81,0
82,0
83,1
84,0
85,0
86,1
87,0
88,1
89,0
90,0
91,1
92,1
93,0
94,1
95,0
96,0
97,1
98,0
99,1
100,1
101,0
102,0
103,0
104,0
105,1
106,0
107,0
108,1
109,1
110,1
111,0
112,0
113,0
114,1
115,1
116,1
117,0
118,1
119,0
120,0
121,0
122,1
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,1
132,1
133,1
134,1
135,1
136,0
137,1
138,1
139,1
140,1
141,0
142,0
143,0
144,1
145,0
146,1
147,0
148,0
149,0
150,1
151,1
152,1
153,1
154,0
155,1
156,0
157,1
158,0
159,1
160,1
161,1
162,1
163,0
164,0
165,1
166,1
167,0
168,0
169,0
170,1
171,0
172,1
173,0
174,1
175,0
176,0
177,0
178,1
179,1
180,0
181,1
182,0
183,0
184,0
185,0
186,1
187,1
188,0
189,0
190,0
191,1
192,0
193,1
194,0
195,0
196,0
197,0
198,1
199,1
200,1
201,0
202,1
203,0
204,1
205,0
206,1
207,0
208,1
209,1
210,0
211,1
212,1
213,0
214,0
215,1
216,0
217,0
218,1
219,1
220,0
221,0
222,1
223,1
224,1
225,0
226,0
227,0
228,0
229,1
230,1
231,0
232,1
233,1
234,0
235,0
236,1
237,1
238,0
239,1
240,0
241,0
242,0
243,0
244,1
245,0
246,0
247,0
248,1
249,1
250,1
251,1
252,1
253,1
254,0
255,1
256,1
257,1
258,0
259,0
260,0
261,0
262,1
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,0
271,1
272,0
273,1
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,1
282,0
283,1
284,0
285,0
286,0
287,0
288,1
289,0
290,1
291,0
292,0
293,0
294,1
295,1
296,1
297,1
298,0
299,1
300,1
301,0
302,1
303,0
304,1
305,0
306,1
307,1
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,1
317,1
318,0
319,0
320,1
321,0
322,0
323,0
324,1
325,0
326,0
327,1
328,1
329,0
330,0
331,1
332,0
333,1
334,1
335,0
336,0
337,0
338,1
339,1
340,0
341,0
342,0
343,1
344,0
345,0
346,1
347,1
348,1
349,1
350,0
351,1
352,0
353,1
354,1
355,0
356,1
357,1
358,0
359,1
360,1
361,1
362,0
363,1
364,1
365,1
366,0
367,1
368,0
369,1
370,1
371,0
372,1
373,1
374,0
375,1
376,0
377,1
378,1
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,0
388,1
389,0
390,0
391,1
392,1
393,0
394,0
395,0
396,1
397,0
398,1
399,0
400,1
401,1
402,1
403,0
404,0
405,0
406,0
407,1
408,0
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,1
418,0
419,1
420,1
421,0
422,1
423,1
424,1
425,0
426,0
427,1
428,1
429,1
430,0
431,1
432,0
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,0
447,0
448,1
449,0
450,0
451,0
452,0
453,1
454,1
455,1
456,1
457,0
458,1
459,0
460,1
461,0
462,1
463,0
464,1
465,1
466,1
467,0
468,0
469,1
470,1
471,1
472,1
473,0
474,0
475,1
476,0
477,1
478,0
479,0
480,0
481,0
482,0
483,0
484,1
485,1
486,1
487,0
488,1
489,1
490,1
491,1
492,1
493,0
494,0
495,0
496,0
497,1
498,0
499,0
500,0
501,0
502,1
503,0
504,1
505,1
506,1
507,1
508,0
509,1
510,1
511,0
512,0
513,0
514,1
515,1
516,1
517,0
518,0
519,0
520,1
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,1
529,0
530,0
531,1
532,0
533,0
534,0
535,1
536,1
537,1
538,0
539,1
540,0
541,0
542,1
543,1
544,1
545,1
546,1
547,1
548,0
549,0
550,0
551,1
552,1
553,0
554,0
555,0
556,0
557,0
558,0
559,1
560,1
561,1
562,1
563,0
564,0
565,1
566,0
567,1
568,0
569,0
570,1
571,1
572,1
573,1
574,0
575,1
576,1
577,1
578,0
579,1
580,1
581,0
582,1
583,1
584,0
585,0
586,1
587,1
588,0
589,1
590,1
591,0
592,0
593,0
594,1
595,1
596,1
597,1
598,0
599,1
600,1
601,0
602,0
603,1
604,0
605,0
606,1
607,1
608,1
609,1
610,0
611,1
612,1
613,0
614,0
615,0
616,1
617,0
618,1
619,1
620,0
621,1
622,0
623,0
624,1
625,0
626,0
627,0
628,1
629,1
630,0
631,0
632,0
633,0
634,1
635,1
636,0
637,1
638,1
639,0
640,1
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,1
651,0
652,0
653,1
654,0
655,1
656,1
657,0
658,0
659,0
660,0
661,0
662,1
663,1
664,0
665,1
666,1
667,0
668,0
669,0
670,1
671,1
672,0
673,1
674,0
675,0
676,0
677,1
678,1
679,0
680,1
681,1
682,1
683,0
684,1
685,1
686,1
687,1
688,0
689,0
690,0
691,0
692,1
693,0
694,1
695,0
696,1
697,0
698,1
699,0
700,0
701,1
702,0
703,0
704,1
705,1
706,0
707,0
708,1
709,1
710,0
711,0
712,1
713,1
714,0
715,0
716,1
717,0
718,0
719,1
720,1
721,1
722,0
723,1
724,1
725,0
726,1
727,0
728,1
729,1
730,1
731,1
732,0
733,1
734,1
735,0
736,1
737,1
738,0
739,0
740,0
741,1
742,1
743,1
744,1
745,0
746,1
747,0
748,1
749,0
750,0
751,0
752,0
753,1
754,1
755,0
756,1
757,0
758,1
759,0
760,1
761,1
762,0
763,0
764,0
765,1
766,0
767,1
768,1
769,0
770,0
771,0
772,0
773,1
774,0
775,1
776,1
777,1
778,0
779,0
780,0
781,1
782,1
783,0
784,1
785,1
786,0
787,1
788,1
789,0
790,0
791,0
792,0
793,1
794,1
795,0
796,0
797,1
798,1
799,1
800,0
801,0
802,0
803,1
804,0
805,0
806,1
807,1
808,0
809,1
810,1
811,0
812,0
